"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"전라북도 전주덕진구 호성동1가","749-2","0749","0002","우신호성","59.31","202211","2","9,300","5","1989","호성1길 16","20221202","중개거래","전북 전주덕진구"
"전라북도 전주덕진구 호성동1가","749-2","0749","0002","우신호성","59.31","202211","2","9,300","5","1989","호성1길 16","","중개거래","전북 전주덕진구"
"전라북도 전주덕진구 호성동1가","749-2","0749","0002","우신호성","59.31","202211","22","8,200","5","1989","호성1길 16","","중개거래","전북 전주덕진구"
"전라북도 전주덕진구 호성동1가","749-14","0749","0014","호성신동아(2)","52.29","202211","9","8,050","10","1990","호성1길 30","","중개거래","전북 전주덕진구"
"전라북도 전주덕진구 호성동1가","749-14","0749","0014","호성신동아(2)","52.29","202211","21","8,900","2","1990","호성1길 30","","중개거래","전북 전주덕진구"
"전라북도 전주덕진구 호성동1가","900","0900","0000","호성주공2차","59.96","202211","3","11,900","6","1997","소리로 188","","중개거래","전북 전주덕진구"
"전라북도 전주완산구 교동","964","0964","0000","효성교동","29.25","202211","2","2,900","1","1989","간납대1길 58","","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","585","0585","0000","광진목화","59.94","202211","9","11,000","5","1987","성지산로 62","","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","290-8","0290","0008","삼천남양","59.9625","202211","14","17,200","7","1998","삼천천변1길 32","","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","723-2","0723","0002","신일강변","59.98","202211","25","13,000","2","1997","강변로 98-1","","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","585-2","0585","0002","쌍용2단지","30.21","202211","29","7,900","2","1987","성지산로 36","","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","705-3","0705","0003","쌍용3단지","59.74","202211","29","11,700","5","1991","용리로 178","","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","705-5","0705","0005","우성","120.315","202211","22","21,500","2","1993","백제대로 13","","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","287-4","0287","0004","우성삼천2차","58.4","202211","1","13,650","4","1998","삼천천변2길 51","","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","287-4","0287","0004","우성삼천2차","58.4","202211","2","12,600","3","1998","삼천천변2길 51","","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","287-4","0287","0004","우성삼천2차","58.4","202211","8","13,500","12","1998","삼천천변2길 51","20221117","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","287-4","0287","0004","우성삼천2차","58.4","202211","17","13,500","12","1998","삼천천변2길 51","","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","740-1","0740","0001","청솔금호타운","105.49","202211","14","25,700","9","1995","안행5길 11","","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","300-3","0300","0003","흥건삼천1차","84.99","202211","5","27,600","4","1999","삼천천변1길 46","","중개거래","전북 전주완산구"
"전라북도 전주완산구 삼천동1가","289-5","0289","0005","흥건삼천2차","84.92","202211","29","22,000","3","2000","삼천천변1길 45","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서서학동","318-10","0318","0010","광진산업","59.5429","202211","10","12,600","7","2000","덕적골3길 17","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서서학동","318-10","0318","0010","광진산업","59.0547","202211","11","11,000","5","2000","덕적골3길 17","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서서학동","982-1","0982","0001","송원","59.88","202211","1","6,300","2","1989","흑석로 46","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서서학동","112-3","0112","0003","예그린","47.01","202211","29","6,480","1","1980","팔달로 11","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서서학동","334-9","0334","0009","우정목련","84.66","202211","1","9,750","3","1993","석불1길 9","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서신동","294-6","0294","0006","J-휴","83.224","202211","12","27,500","8","2012","전룡6길 26","","직거래","-"
"전라북도 전주완산구 서신동","965-2","0965","0002","광진선수촌","84.9","202211","3","26,000","11","1998","서신로 102","","직거래","-"
"전라북도 전주완산구 서신동","961","0961","0000","동아한일","59.93","202211","7","17,850","13","1999","새터로 95","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서신동","961","0961","0000","동아한일","60","202211","8","16,300","16","1999","새터로 95","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서신동","961","0961","0000","동아한일","60","202211","18","17,000","18","1999","새터로 95","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서신동","762-1","0762","0001","비사벌","108.03","202211","1","31,000","9","1995","당산로 34","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서신동","960-5","0960","0005","서신2차동아","134.97","202211","10","40,600","10","1998","새터로 63","","중개거래","전북 전주덕진구, 전북 전주완산구"
"전라북도 전주완산구 서신동","572","0572","0000","서신e편한세상","134.91","202211","10","46,700","8","2007","여울로 161","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서신동","898-3","0898","0003","서신노블레스2단지","49.12","202211","22","13,500","8","2013","전룡6길 13","","직거래","-"
"전라북도 전주완산구 서신동","1044","1044","0000","서신아이파크이편한세상","84.9881","202211","5","50,000","12","2020","전주천서로 445","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서신동","1044","1044","0000","서신아이파크이편한세상","59.9961","202211","6","32,000","2","2020","전주천서로 445","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서신동","1044","1044","0000","서신아이파크이편한세상","84.9901","202211","7","52,700","4","2020","전주천서로 445","","직거래","-"
"전라북도 전주완산구 서신동","1044","1044","0000","서신아이파크이편한세상","84.9881","202211","12","44,000","11","2020","전주천서로 445","","중개거래","전북 전주덕진구"
"전라북도 전주완산구 서신동","246","0246","0000","선변서신고을","35.0664","202211","10","7,200","9","2002","안터3길 21","","직거래","-"
"전라북도 전주완산구 서신동","17-2","0017","0002","우신1,2,3동","51.84","202211","2","8,500","5","1986","잿뜸1길 11","","중개거래","전북 전주덕진구, 전북 전주완산구"
"전라북도 전주완산구 서신동","22-17","0022","0017","우신5,6,7동","51.84","202211","5","7,600","4","1987","잿뜸1길 11","","중개거래","전북 전주완산구"
"전라북도 전주완산구 서신동","962-2","0962","0002","중흥S-클래스","59.955","202211","14","17,500","8","1998","새터로 74","","중개거래","전북 전주완산구"
"전라북도 전주완산구 중노송동","303","0303","0000","우성해오름","136.0687","202211","19","27,500","4","2005","인봉남로 56","","중개거래","전북 전주완산구"
"전라북도 전주완산구 중노송동","797","0797","0000","한옥마을서해그랑블","84.9811","202211","28","29,000","17","2018","견훤왕궁1길 10","","중개거래","전북 전주덕진구, 전북 전주완산구"
"전라북도 전주완산구 중화산동1가","154","0154","0000","중화산동신일","84.93","202211","8","12,700","1","1995","서원로 386","","중개거래","전북 전주완산구"
"전라북도 전주완산구 중화산동1가","154","0154","0000","중화산동신일","60","202211","18","9,100","9","1995","서원로 386","","중개거래","전북 전주덕진구"
"전라북도 전주완산구 중화산동1가","154","0154","0000","중화산동신일","60","202211","18","9,100","10","1995","서원로 386","","중개거래","전북 전주완산구"
"전라북도 전주완산구 중화산동2가","545-1","0545","0001","거성그린맨션","121.52","202211","10","23,000","9","1992","따박골로 11","","중개거래","전북 전주완산구"
"전라북도 전주완산구 중화산동2가","223-2","0223","0002","거성근영(1)","59.88","202211","25","5,500","1","1993","선너머로 40","","직거래","-"
"전라북도 전주완산구 중화산동2가","232","0232","0000","새한그린파크","60","202211","23","9,000","18","1994","영경1길 22","","중개거래","전북 전주완산구"
"전라북도 전주완산구 중화산동2가","850","0850","0000","영무예다음","84.9542","202211","15","31,000","7","2015","안행로 165-5","","중개거래","전북 전주완산구"
"전라북도 전주완산구 중화산동2가","545","0545","0000","오성은하","142.32","202211","15","20,000","10","1992","서원로 272","","중개거래","전북 전주완산구"
"전라북도 전주완산구 중화산동2가","256","0256","0000","우성근영타운","59.4","202211","7","13,450","6","1996","영경1길 25","","중개거래","전북 전주덕진구, 전북 전주완산구"
"전라북도 전주완산구 중화산동2가","485-56","0485","0056","효성신촌마을","29.448","202211","24","4,000","5","1999","신촌3길 27-43","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동1가","522","0522","0000","일성","59.8","202211","8","9,500","14","1997","평화19길 20","","직거래","-"
"전라북도 전주완산구 평화동1가","522","0522","0000","일성","59.8","202211","9","11,500","4","1997","평화19길 20","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동1가","445-1","0445","0001","전주평화근로복지,주공임대아파트(평화주공1단지,평화주공3단지)","38.64","202211","16","5,600","9","1992","덕적골2길 10","","직거래","-"
"전라북도 전주완산구 평화동1가","696","0696","0000","코오롱","73.015","202211","5","16,500","9","1995","평화로 181","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동1가","696","0696","0000","코오롱","134.28","202211","8","25,000","17","1995","평화로 181","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동1가","696","0696","0000","코오롱","84.84","202211","19","18,000","3","1995","평화로 181","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동1가","445-6","0445","0006","평화주공1,2","38.64","202211","14","4,550","15","1991","덕적골2길 11","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동1가","445-6","0445","0006","평화주공1,2","38.64","202211","30","4,700","1","1991","덕적골2길 11","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동1가","467","0467","0000","한성","77.585","202211","8","11,870","2","1996","덕적골1길 33","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동1가","412","0412","0000","효성양지마을","45.747","202211","10","7,000","2","2003","장승배기3길 8","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동1가","593","0593","0000","효성평화","59.4","202211","10","6,000","3","1993","꽃밭정3길 30","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","897-1","0897","0001","그린타운(1)","59.89","202211","7","14,300","18","2002","구이로 2094","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","897-1","0897","0001","그린타운(1)","59.89","202211","9","14,300","17","2002","구이로 2094","","중개거래","전북 전주덕진구, 전북 전주완산구"
"전라북도 전주완산구 평화동2가","897-1","0897","0001","그린타운(1)","59.89","202211","10","14,750","4","2002","구이로 2094","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","896-1","0896","0001","그린타운(2)","46.2","202211","1","10,800","14","2002","평화로 100","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","457-4","0457","0004","동도미소드림","84.977","202211","8","22,500","1","2004","모악로 4651","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","457-4","0457","0004","동도미소드림","84.977","202211","23","24,000","10","2004","모악로 4651","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","567","0567","0000","동신","59.58","202211","1","17,000","16","1998","양지2길 10","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","567","0567","0000","동신","84.78","202211","1","19,400","3","1998","양지2길 10","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","567","0567","0000","동신","84.78","202211","12","20,300","10","1998","양지2길 10","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","567","0567","0000","동신","59.58","202211","14","13,700","8","1998","양지2길 10","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","567","0567","0000","동신","59.58","202211","22","17,100","13","1998","양지2길 10","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","567","0567","0000","동신","75.6","202211","24","15,500","4","1998","양지2길 10","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","943","0943","0000","송정써미트","84.6134","202211","8","22,000","11","2005","평화7길 40","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","943","0943","0000","송정써미트","84.6173","202211","19","19,250","4","2005","평화7길 40","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","312-6","0312","0006","우미","60","202211","1","12,750","20","1996","모악로 4685","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","292","0292","0000","전주평화주공5단지","37.67","202211","11","6,700","15","1995","모악로 4724","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","292","0292","0000","전주평화주공5단지","58.14","202211","18","7,300","7","1995","모악로 4724","","직거래","-"
"전라북도 전주완산구 평화동2가","713-1","0713","0001","케이제이모악","74.8","202211","2","20,700","15","2001","양지3길 7","","중개거래","전북 전주완산구"
"전라북도 전주완산구 평화동2가","889-7","0889","0007","호반리젠시빌","84.7555","202211","24","20,000","13","2002","평화로 95","","직거래","-"
"전라북도 전주완산구 효자동1가","213-2","0213","0002","광진","76.59","202211","18","9,500","2","1984","효동2길 30","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동1가","98","0098","0000","금호","123.019","202211","1","19,000","1","1992","효동3길 33","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동1가","637","0637","0000","남양황제맨션","84.1","202211","2","16,700","6","1990","백제대로 159","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동1가","205-74","0205","0074","대림","59.851","202211","27","15,000","7","2002","안행2길 26","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동1가","106-23","0106","0023","대림마이빌","26.02","202211","13","2,650","4","2001","효동3길 18-59","","직거래","-"
"전라북도 전주완산구 효자동1가","106-23","0106","0023","대림마이빌","31.72","202211","13","2,650","2","2001","효동3길 18-59","","직거래","-"
"전라북도 전주완산구 효자동1가","451","0451","0000","삼성효자맨션","60","202211","7","9,600","8","1997","거마평로 139","","직거래","-"
"전라북도 전주완산구 효자동1가","652","0652","0000","상산타운","84.78","202211","9","20,500","8","1994","거마평로 125","","중개거래","전북 전주덕진구, 전북 전주완산구"
"전라북도 전주완산구 효자동1가","636-2","0636","0002","성원골드맨션","84.94","202211","19","15,000","2","1990","신봉로 74","","중개거래","광주 서구"
"전라북도 전주완산구 효자동1가","636-2","0636","0002","성원골드맨션","84.94","202211","19","15,000","1","1990","신봉로 74","20221122","중개거래","광주 서구"
"전라북도 전주완산구 효자동1가","636-2","0636","0002","성원골드맨션","84.94","202211","22","17,000","10","1990","신봉로 74","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동1가","415-2","0415","0002","성원맨션","83.13","202211","7","16,600","15","1998","거마평로 189-47","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동1가","636","0636","0000","제일","84.99","202211","25","15,000","5","1990","신봉로 52","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동1가","133","0133","0000","주공3","52.73","202211","23","19,000","2","1984","용머리로 194","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동1가","660-1","0660","0001","한강","59.92","202211","1","15,000","16","1997","강변로 120","","직거래","-"
"전라북도 전주완산구 효자동1가","660-1","0660","0001","한강","59.92","202211","10","15,500","10","1997","강변로 120","","중개거래","전북 전주덕진구, 전북 전주완산구"
"전라북도 전주완산구 효자동1가","416","0416","0000","효자2차롯데","59.94","202211","15","19,000","6","1997","용머리로 27","","직거래","-"
"전라북도 전주완산구 효자동1가","431","0431","0000","효자동미송","34.4515","202211","7","6,500","5","2002","거마평로 189-11","","중개거래","전북 전주덕진구"
"전라북도 전주완산구 효자동1가","799","0799","0000","효자동한신휴플러스","84.372","202211","14","24,000","12","2006","따박골4길 10","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동2가","1315-1","1315","0001","엘에이치세븐팰리스","84.73","202211","8","38,000","14","2013","우전로 180","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동2가","1157-4","1157","0004","전주효자SKLeadersVIEW","84.98","202211","1","36,000","22","2016","홍산1길 7","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동2가","1157-4","1157","0004","전주효자SKLeadersVIEW","84.91","202211","5","35,000","7","2016","홍산1길 7","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동2가","1383","1383","0000","전주효천대방노블랜드에코파크","84.9755","202211","21","58,000","14","2020","효천중앙로 20","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동2가","1363","1363","0000","전주효천우미린더퍼스트","84.9914","202211","12","46,000","4","2019","효천중앙로 11","","중개거래","전북 전주덕진구, 전북 전주완산구"
"전라북도 전주완산구 효자동2가","70","0070","0000","효자동1차엘드수목토","84.9889","202211","3","31,000","15","2005","세내로 241","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동3가","1473-5","1473","0005","서곡대림","59.94","202211","1","15,000","8","1999","서곡로 11","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동3가","1473-5","1473","0005","서곡대림","59.93","202211","2","14,200","14","1999","서곡로 11","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동3가","1473-5","1473","0005","서곡대림","59.93","202211","13","15,100","8","1999","서곡로 11","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동3가","1482-1","1482","0001","서곡주공","59.89","202211","10","16,200","10","2000","서곡로 8","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동3가","1482-1","1482","0001","서곡주공","59.89","202211","23","15,700","8","2000","서곡로 8","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동3가","1540-1","1540","0001","서부신시가지코아루해피트리","59.8307","202211","2","27,500","27","2018","세내로 303","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동3가","1540-1","1540","0001","서부신시가지코아루해피트리","59.8307","202211","10","26,500","7","2018","세내로 303","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동3가","1524-2","1524","0002","호반베르디움","84.9164","202211","3","35,000","5","2007","유연로 217","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동3가","1540-3","1540","0003","힐스테이트효자동","43.8937","202211","3","23,200","14","2017","세내로 291","","중개거래","전북 전주완산구"
"전라북도 전주완산구 효자동3가","1540-3","1540","0003","힐스테이트효자동","84.0153","202211","12","43,250","35","2017","세내로 291","","중개거래","전북 전주완산구"
"전라북도 정읍시 공평동","111-38","0111","0038","목련(111-38)","73.68","202211","23","6,850","3","1991","충정로 531-3","","중개거래","전북 정읍시"
"전라북도 정읍시 구룡동","648","0648","0000","영창파크타운","59.85","202211","16","6,700","3","1996","말고개길 73-5","","중개거래","전북 정읍시"
"전라북도 정읍시 구룡동","648","0648","0000","영창파크타운","59.85","202211","19","7,200","3","1996","말고개길 73-5","","중개거래","전북 정읍시"
"전라북도 정읍시 금붕동","906-8","0906","0008","내장산실버","45.2171","202211","22","8,400","6","2008","금붕1길 190","","중개거래","전북 정읍시"
"전라북도 정읍시 상동","65-1","0065","0001","엘드수목토","121.0954","202211","14","36,000","2","2007","학산로 89-25","","직거래","-"
"전라북도 정읍시 상동","65-1","0065","0001","엘드수목토","84.5874","202211","21","30,100","10","2007","학산로 89-25","","중개거래","전북 정읍시"
"전라북도 정읍시 상동","975","0975","0000","오투그란데","84.9461","202211","16","34,800","10","2020","상신경1길 38","","중개거래","전북 정읍시"
"전라북도 정읍시 상동","82","0082","0000","우미타운","59.88","202211","1","10,000","1","1997","학산로 95","","중개거래","전북 정읍시"
"전라북도 정읍시 상동","82","0082","0000","우미타운","59.88","202211","3","10,500","4","1997","학산로 95","","중개거래","전북 정읍시"
"전라북도 정읍시 상동","82","0082","0000","우미타운","39.06","202211","15","6,500","7","1997","학산로 95","20221125","중개거래","전북 정읍시"
"전라북도 정읍시 상동","82","0082","0000","우미타운","39.06","202211","15","6,500","7","1997","학산로 95","","중개거래","전북 정읍시"
"전라북도 정읍시 상동","970","0970","0000","정읍상동대광로제비앙","59.889","202211","2","22,950","10","2014","학산로 89-11","","중개거래","전북 정읍시"
"전라북도 정읍시 상동","970","0970","0000","정읍상동대광로제비앙","59.889","202211","12","22,200","15","2014","학산로 89-11","","중개거래","전북 정읍시"
"전라북도 정읍시 상동","970","0970","0000","정읍상동대광로제비앙","84.0681","202211","21","32,680","12","2014","학산로 89-11","","중개거래","전북 정읍시"
"전라북도 정읍시 상동","110","0110","0000","현대","84.945","202211","11","15,300","15","1991","하신경9길 14-21","","중개거래","전북 정읍시"
"전라북도 정읍시 상동","110","0110","0000","현대","84.945","202211","14","15,750","4","1991","하신경9길 14-21","","중개거래","전북 정읍시"
"전라북도 정읍시 상평동","97-4","0097","0004","신흥장미2","59.95","202211","14","7,500","2","1994","용흥1길 7-11","","중개거래","전북 정읍시"
"전라북도 정읍시 상평동","56-52","0056","0052","채움가101동","84.9775","202211","14","26,500","5","2019","서부산업도로 168-5","","중개거래","전북 정읍시"
"전라북도 정읍시 수성동","952-1","0952","0001","부영1차","59.933","202211","1","9,500","4","2000","수성택지2길 17","","중개거래","전북 정읍시"
"전라북도 정읍시 수성동","952-1","0952","0001","부영1차","49.896","202211","4","8,900","14","2000","수성택지2길 17","","중개거래","전북 정읍시"
"전라북도 정읍시 수성동","952-1","0952","0001","부영1차","59.933","202211","9","9,900","15","2000","수성택지2길 17","","중개거래","전북 정읍시"
"전라북도 정읍시 수성동","952-1","0952","0001","부영1차","49.896","202211","25","7,000","15","2000","수성택지2길 17","","직거래","-"
"전라북도 정읍시 수성동","1027","1027","0000","부영2차","58.779","202211","1","8,000","4","2000","샘골로 158","","직거래","-"
"전라북도 정읍시 수성동","1027","1027","0000","부영2차","58.779","202211","3","10,300","13","2000","샘골로 158","","중개거래","전북 정읍시"
"전라북도 정읍시 수성동","1027","1027","0000","부영2차","58.779","202211","7","9,300","6","2000","샘골로 158","","중개거래","전북 정읍시"
"전라북도 정읍시 수성동","1027","1027","0000","부영2차","58.779","202211","10","8,700","14","2000","샘골로 158","","중개거래","전북 정읍시"
"전라북도 정읍시 수성동","1027","1027","0000","부영2차","48.866","202211","18","6,700","1","2000","샘골로 158","","중개거래","전북 정읍시"
"전라북도 정읍시 수성동","1027","1027","0000","부영2차","58.779","202211","24","9,300","9","2000","샘골로 158","","중개거래","전북 정읍시"
"전라북도 정읍시 수성동","918-1","0918","0001","수성주공2단지","58.14","202211","6","8,550","9","1995","수성2로 13-11","","중개거래","전북 정읍시"
"전라북도 정읍시 수성동","918-1","0918","0001","수성주공2단지","37.67","202211","8","5,400","10","1995","수성2로 13-11","","중개거래","전북 정읍시"
"전라북도 정읍시 수성동","917","0917","0000","수성주공3단지","59.98","202211","7","8,000","5","1996","수성3로 9","","직거래","-"
"전라북도 정읍시 수성동","917","0917","0000","수성주공3단지","39.99","202211","25","5,900","9","1996","수성3로 9","","중개거래","전북 정읍시"
"전라북도 정읍시 수성동","918-4","0918","0004","제일타운","59.8","202211","15","10,500","7","1995","수성3로 26","","직거래","-"
"전라북도 정읍시 수성동","918-4","0918","0004","제일타운","59.8","202211","16","8,300","1","1995","수성3로 26","","중개거래","전북 정읍시"
"전라북도 정읍시 시기동","523","0523","0000","유창파크(523)","59.965","202211","1","9,150","4","1995","남산5길 19-9","","중개거래","전북 전주완산구, 전북 정읍시"
"전라북도 정읍시 시기동","523","0523","0000","유창파크(523)","59.965","202211","9","8,700","14","1995","남산5길 19-9","","중개거래","전북 정읍시"
"전라북도 정읍시 시기동","523","0523","0000","유창파크(523)","59.965","202211","16","7,500","5","1995","남산5길 19-9","","직거래","-"
"전라북도 정읍시 시기동","523","0523","0000","유창파크(523)","59.94","202211","28","8,400","6","1995","남산5길 19-9","","중개거래","전북 정읍시"
"전라북도 정읍시 시기동","1021","1021","0000","정읍코아루천년가","84.97","202211","4","34,200","3","2017","정읍남로 1400","","중개거래","전북 정읍시"
"전라북도 정읍시 신태인읍 신태인리","43-1","0043","0001","한진신세대","59.74","202211","26","4,300","1","1995","신태인중앙로 57-15","","직거래","-"
"전라북도 정읍시 신태인읍 연정리","661","0661","0000","신태인연가","69.0159","202211","25","7,800","5","2012","감곡로 13","","중개거래","전북 정읍시"
"전라북도 정읍시 연지동","302-5","0302","0005","단풍","58.77","202211","5","8,500","6","1997","연지7길 36","","중개거래","전북 정읍시"
"전라북도 정읍시 연지동","339-3","0339","0003","대영은호","56.46","202211","3","5,500","4","1994","명덕로 32-2","","직거래","-"
"전라북도 정읍시 연지동","302-72","0302","0072","신흥2동,3동","80.96","202211","1","9,800","3","1990","연지6길 10","","직거래","-"
"전라북도 정읍시 연지동","633","0633","0000","정읍연지동영무예다음","59.914","202211","15","25,000","5","2017","중앙로 55","","중개거래","전북 정읍시"
"전라북도 정읍시 연지동","636","0636","0000","정읍연지영무예다음주상복합","84.8153","202211","22","43,000","28","2020","중앙로 49","","중개거래","전북 정읍시"
"전라북도 정읍시 태인면 태창리","792-46","0792","0046","샘들내","49.915","202211","17","3,500","5","2001","태용신길 29","","직거래","-"
"전라북도 진안군 진안읍 군하리","387-5","0387","0005","대아월랑","59.94","202211","28","7,800","15","1995","대광1길 4","","직거래","-"
"제주특별자치도 서귀포시 강정동","200","0200","0000","제주강정유승한내들퍼스트오션","84.991","202211","27","50,850","8","2017","대청로 34","","중개거래","제주 서귀포시"
"제주특별자치도 서귀포시 강정동","165-5","0165","0005","한빛테크놀즈101동","62.9884","202211","10","10,000","3","2002","김정문화로27번길 13-3","","직거래","-"
"제주특별자치도 서귀포시 강정동","158-6","0158","0006","한빛테크놀즈105동","54.7125","202211","5","13,500","5","2000","김정문화로27번길 23-6","","중개거래","제주 서귀포시"
"제주특별자치도 서귀포시 남원읍 남원리","1323-2","1323","0002","에덴","60","202211","17","10,500","5","1996","남원광지로 5","","중개거래","제주 서귀포시"
"제주특별자치도 서귀포시 대정읍 상모리","4148-1","4148","0001","한빛테크","58.944","202211","4","7,950","2","2000","비행장로55번길 16","","직거래","-"
"제주특별자치도 서귀포시 대정읍 상모리","4148-1","4148","0001","한빛테크","58.944","202211","5","7,200","1","2000","비행장로55번길 16","","직거래","-"
"제주특별자치도 서귀포시 대정읍 상모리","3922","3922","0000","해누리2차아파트","80.05","202211","4","28,500","2","2016","상모로290번길 18","","직거래","-"
"제주특별자치도 서귀포시 대정읍 하모리","1221-1","1221","0001","더그라벨아파트","57.13","202211","29","19,500","3","2019","신영로 5","","중개거래","제주 서귀포시"
"제주특별자치도 서귀포시 동홍동","1507-2","1507","0002","동방","59.61","202211","29","12,000","4","1993","일주동로 8648-6","","중개거래","제주 서귀포시"
"제주특별자치도 서귀포시 동홍동","157","0157","0000","동홍동코아루","60.7989","202211","30","26,000","1","2013","일주동로 8565","","직거래","-"
"제주특별자치도 서귀포시 동홍동","649-2","0649","0002","동홍일호","59.83","202211","20","12,200","4","1996","문부로 27-4","","중개거래","경기 수원장안구"
"제주특별자치도 서귀포시 동홍동","201","0201","0000","삼아","69.3","202211","8","16,000","2","1991","태평로536번길 6","","중개거래","제주 서귀포시"
"제주특별자치도 서귀포시 동홍동","139-1","0139","0001","세기1(가나동)","84.93","202211","2","17,200","3","1990","태평로 549","","직거래","-"
"제주특별자치도 서귀포시 동홍동","1557-1","1557","0001","센트럴팰리스","35.49","202211","1","15,000","4","2018","중앙로 172","","직거래","-"
"제주특별자치도 서귀포시 동홍동","1557-1","1557","0001","센트럴팰리스","18.44","202211","10","11,400","9","2018","중앙로 172","","중개거래","제주 서귀포시"
"제주특별자치도 서귀포시 동홍동","95-1","0095","0001","일호2차","84.75","202211","26","15,600","4","1998","동홍중앙로90번길 4-11","","중개거래","제주 서귀포시"
"제주특별자치도 서귀포시 동홍동","179","0179","0000","제이원타워","15.2","202211","22","6,800","9","2015","태평로 509","","중개거래","제주 서귀포시"
"제주특별자치도 서귀포시 동홍동","147","0147","0000","주공1","39.69","202211","4","15,200","5","1988","동홍중앙로 10","","중개거래","제주 서귀포시"
"제주특별자치도 서귀포시 동홍동","119","0119","0000","주공2(동홍2)","39.3","202211","28","17,800","3","1990","동홍중앙로 30","","중개거래","제주 서귀포시"
